NorthStar,Business Unit,Service Line,Business Process 1,Business Process 2,Business Process 3,Business KPI 1,Business KPI 2,Business KPI 3,ITKPI 1,ITKPI 2,ITKPI 3
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,Unplanned Maintenance Related Downtime,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Percentage of Preventive Maintenance Cost over Total Maintenance Cost,Unplanned Maintenance Related Downtime,Application Effectiveness,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,% of maintenance hours of operating time (maintenance efficiency),,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,% of maintenance hours of operating time (maintenance efficiency),Mean Time Between Failure (MTBF),,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,% of maintenance hours of operating time (maintenance efficiency),Mean Time Between Failure (MTBF),Application Effectiveness,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Auxiliary Consumption,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Auxiliary Consumption,SOX emission rate per megawatt hour of generation,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Auxiliary Consumption,SOX emission rate per megawatt hour of generation,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Auxiliary Consumption,Chemistry Index (CNSC),,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Auxiliary Consumption,Chemistry Index (CNSC),Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Auxiliary Consumption,NOx emission rate per megawatt hour of generation,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Auxiliary Consumption,NOx emission rate per megawatt hour of generation,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Plant Load Factor,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Plant Load Factor,Corporate average data efficiency (CADE),,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Plant Load Factor,Corporate average data efficiency (CADE),Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Plant Load Factor,Environmental Responsibility Initiatives,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Plant Load Factor,Environmental Responsibility Initiatives,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Plant Load Factor,Trend Unplanned Equipment Failure,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Plant Load Factor,Trend Unplanned Equipment Failure,Changeover time,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Number of Unanticipated Safety System Actuation,,,,
Optimized Asset Performance,,,Core Operations,Operate the Plant,"Operate & Maintain Structures, Systems and Components",Asset health index,Number of Unanticipated Safety System Actuation,,Changeover time,,
Optimized Asset Performance,,,Provide Management Process & Support Services,,,,,,,,
Optimized Asset Performance,,,Provide Management Process & Support Services,Facilities,,,,,,,
Optimized Asset Performance,,,Provide Management Process & Support Services,Facilities,Perform Structures Maintenance,,,,,,
Optimized Asset Performance,,,Provide Management Process & Support Services,Facilities,Perform Structures Maintenance,Operating Cost,,,,,
Optimized Asset Performance,,,Provide Management Process & Support Services,Facilities,Perform Structures Maintenance,Operating Cost,Annual Maintenance Expenditure (AME),,,,
Optimized Asset Performance,,,Provide Management Process & Support Services,Facilities,Perform Structures Maintenance,Operating Cost,Annual Maintenance Expenditure (AME),Square feet cleaned per FTE,,,
Optimized Asset Performance,,,Provide Management Process & Support Services,Facilities,Perform Structures Maintenance,Operating Cost,Annual Maintenance Expenditure (AME),Square feet cleaned per FTE,Maintenance Cost,,
Optimized Asset Performance,,,Provide Management Process & Support Services,Facilities,Perform Structures Maintenance,Operating Cost,Facility maintenance response time,,,,
Optimized Asset Performance,,,Provide Management Process & Support Services,Facilities,Perform Structures Maintenance,Operating Cost,Facility maintenance response time,,Maintenance Cost,,
